TIPO;NUMERO;DATA;PRECO;QTDE;LOCAL_ENTREGA;DESCRICAO_SITUACAO;CAM;PI;NOME_COLOQUIAL;PROCESSO_AIP
EO;211904;10/01/2020;56000;5;DISTRITO FEDERAL-DF  ;Agregada ao Processo;B007;190023719;AUTOMOVEL PARA SERVICO - 4 PORTAS (HATCH);54/2020 - 05/03/2020
EO;211903;10/01/2020;56000;2;MATO-GROSSO DO SUL - MS;Agregada ao Processo;B006;190023719;AUTOMOVEL PARA SERVICO - 4 PORTAS (HATCH);54/2020 - 05/03/2020
EO;211901;10/01/2020;56000;4;PARÁ-PA  ;Agregada ao Processo;B004;190023719;AUTOMOVEL PARA SERVICO - 4 PORTAS (HATCH);54/2020 - 05/03/2020
EO;211900;10/01/2020;56000;4;RIO GRANDE DO NORTE-RN  ;Agregada ao Processo;B003;190023719;AUTOMOVEL PARA SERVICO - 4 PORTAS (HATCH);54/2020 - 05/03/2020
EO;211902;10/01/2020;56000;3;RIO GRANDE DO SUL-RS ;Agregada ao Processo;B005;190023719;AUTOMOVEL PARA SERVICO - 4 PORTAS (HATCH);54/2020 - 05/03/2020
EO;211905;10/01/2020;56000;10;SÃO PAULO - SP;Parcialmente Atendida;B008;190023719;AUTOMOVEL PARA SERVICO - 4 PORTAS (HATCH);54/2020 - 05/03/2020
EO;211898;10/01/2020;56000;12;RIO DE JANEIRO - RJ;Parcialmente Atendida;B001;190023719;AUTOMOVEL PARA SERVICO - 4 PORTAS (HATCH);54/2020 - 05/03/2020
PO;1292248;26/03/2020;47990;1;RIO DE JANEIRO - RJ;Com Ordem de Compra;B001;190023719;AUTOMOVEL PARA SERVICO - 4 PORTAS (HATCH);54/2020 - 05/03/2020
PO;1295967;30/06/2020;49200;1;RIO DE JANEIRO - RJ;Com Ordem de Compra;B001;190023719;AUTOMOVEL PARA SERVICO - 4 PORTAS (HATCH);54/2020 - 05/03/2020
PO;1300013;19/11/2020;49200;1;RIO DE JANEIRO - RJ;Com Ordem de Compra;B001;190023719;AUTOMOVEL PARA SERVICO - 4 PORTAS (HATCH);54/2020 - 05/03/2020
PO;1300136;23/11/2020;49200;1;SÃO PAULO - SP;Com Ordem de Compra;B008;190023719;AUTOMOVEL PARA SERVICO - 4 PORTAS (HATCH);54/2020 - 05/03/2020
EO;280293;21/06/2024;85600;2;AMAZONAS-AM;Agregada ao Processo;B009;190023719;AUTOMOVEL PARA SERVICO - 4 PORTAS (HATCH);85/2024 - 27/06/2024
EO;280286;21/06/2024;85600;3;BAHIA-BA ;Agregada ao Processo;B002;190023719;AUTOMOVEL PARA SERVICO - 4 PORTAS (HATCH);85/2024 - 27/06/2024
EO;280291;21/06/2024;85600;3;DISTRITO FEDERAL-DF  ;Agregada ao Processo;B007;190023719;AUTOMOVEL PARA SERVICO - 4 PORTAS (HATCH);85/2024 - 27/06/2024
EO;280290;21/06/2024;85600;2;MATO-GROSSO DO SUL - MS;Agregada ao Processo;B006;190023719;AUTOMOVEL PARA SERVICO - 4 PORTAS (HATCH);85/2024 - 27/06/2024
EO;280288;21/06/2024;85600;2;PARÁ-PA  ;Agregada ao Processo;B004;190023719;AUTOMOVEL PARA SERVICO - 4 PORTAS (HATCH);85/2024 - 27/06/2024
EO;280287;21/06/2024;85600;3;RIO GRANDE DO NORTE-RN  ;Agregada ao Processo;B003;190023719;AUTOMOVEL PARA SERVICO - 4 PORTAS (HATCH);85/2024 - 27/06/2024
EO;280289;21/06/2024;85600;2;RIO GRANDE DO SUL-RS ;Agregada ao Processo;B005;190023719;AUTOMOVEL PARA SERVICO - 4 PORTAS (HATCH);85/2024 - 27/06/2024
EO;280292;21/06/2024;85600;2;SÃO PAULO - SP;Agregada ao Processo;B008;190023719;AUTOMOVEL PARA SERVICO - 4 PORTAS (HATCH);85/2024 - 27/06/2024
EO;280285;21/06/2024;85600;10;RIO DE JANEIRO - RJ;Parcialmente Atendida;B001;190023719;AUTOMOVEL PARA SERVICO - 4 PORTAS (HATCH);85/2024 - 27/06/2024
PO;1372566;02/12/2024;88000;1;RIO DE JANEIRO - RJ;Com Ordem de Compra;B001;190023719;AUTOMOVEL PARA SERVICO - 4 PORTAS (HATCH);85/2024 - 27/06/2024
PO;1372965;06/12/2024;88000;1;RIO DE JANEIRO - RJ;Com Ordem de Compra;B001;190023719;AUTOMOVEL PARA SERVICO - 4 PORTAS (HATCH);85/2024 - 27/06/2024
PO;1372727;04/12/2024;88000;1;RIO DE JANEIRO - RJ;Com Ordem de Compra;B001;190023719;AUTOMOVEL PARA SERVICO - 4 PORTAS (HATCH);85/2024 - 27/06/2024
EO;228903;28/01/2021;49200;3;AMAZONAS-AM;Agregada ao Processo;B009;190023719;AUTOMOVEL PARA SERVICO - 4 PORTAS (HATCH);95/2021 - 24/05/2021
EO;228901;28/01/2021;49200;7;DISTRITO FEDERAL-DF  ;Agregada ao Processo;B007;190023719;AUTOMOVEL PARA SERVICO - 4 PORTAS (HATCH);95/2021 - 24/05/2021
EO;228900;28/01/2021;49200;3;MATO-GROSSO DO SUL - MS;Agregada ao Processo;B006;190023719;AUTOMOVEL PARA SERVICO - 4 PORTAS (HATCH);95/2021 - 24/05/2021
EO;228898;28/01/2021;49200;6;PARÁ-PA  ;Agregada ao Processo;B004;190023719;AUTOMOVEL PARA SERVICO - 4 PORTAS (HATCH);95/2021 - 24/05/2021
EO;228897;28/01/2021;49200;6;RIO GRANDE DO NORTE-RN  ;Agregada ao Processo;B003;190023719;AUTOMOVEL PARA SERVICO - 4 PORTAS (HATCH);95/2021 - 24/05/2021
EO;228899;28/01/2021;49200;4;RIO GRANDE DO SUL-RS ;Agregada ao Processo;B005;190023719;AUTOMOVEL PARA SERVICO - 4 PORTAS (HATCH);95/2021 - 24/05/2021
EO;228902;28/01/2021;49200;15;SÃO PAULO - SP;Agregada ao Processo;B008;190023719;AUTOMOVEL PARA SERVICO - 4 PORTAS (HATCH);95/2021 - 24/05/2021
EO;228895;28/01/2021;49200;18;RIO DE JANEIRO - RJ;Agregada ao Processo;B001;190023719;AUTOMOVEL PARA SERVICO - 4 PORTAS (HATCH);95/2021 - 24/05/2021
EO;228896;28/01/2021;49200;4;BAHIA-BA ;Parcialmente Atendida;B002;190023719;AUTOMOVEL PARA SERVICO - 4 PORTAS (HATCH);95/2021 - 24/05/2021
PO;1311255;01/12/2021;81100;1;BAHIA - BA;Aguardando OC;B002;190023719;AUTOMOVEL PARA SERVICO - 4 PORTAS (HATCH);95/2021 - 24/05/2021
PO;1308795;05/10/2021;81100;1;BAHIA - BA;Aguardando OC;B002;190023719;AUTOMOVEL PARA SERVICO - 4 PORTAS (HATCH);95/2021 - 24/05/2021
EO;228996;14/12/2020;471999,9;1;SÃO PAULO - SP;Agregada ao Processo;B008;190018824;CAMINHAO AUTO-BOMBA TANQUE PARA  COMBATE A INCÊNDIO;120/2021 - 21/09/2021
EO;228995;14/12/2020;471999,9;2;RIO DE JANEIRO - RJ;Agregada ao Processo;B001;190018824;CAMINHAO AUTO-BOMBA TANQUE PARA  COMBATE A INCÊNDIO;120/2021 - 21/09/2021
PO;1297891;17/08/2020;471999,9;1;SÃO PAULO - SP;Com Ordem de Compra;B008;190018824;CAMINHAO AUTO-BOMBA TANQUE PARA  COMBATE A INCÊNDIO;91/2019 - 13/03/2020
EO;257928;02/02/2023;1099000;2;SÃO PAULO - SP;Agregada ao Processo;B008;190018824;CAMINHAO AUTO-BOMBA TANQUE PARA  COMBATE A INCÊNDIO;98/2023 - 04/05/2023
EO;265664;02/02/2023;1099000;2;RIO DE JANEIRO - RJ;Agregada ao Processo;B001;190018824;CAMINHAO AUTO-BOMBA TANQUE PARA  COMBATE A INCÊNDIO;98/2023 - 04/05/2023
EO;228999;14/12/2020;602000;1;PARÁ-PA  ;Agregada ao Processo;B004;190018826;CAMINHAO AUTO-HIDRO-QUIMICO PARA COMBATE A INCENDIO;120/2021 - 21/09/2021
EO;228998;14/12/2020;602000;1;RIO GRANDE DO NORTE-RN  ;Agregada ao Processo;B003;190018826;CAMINHAO AUTO-HIDRO-QUIMICO PARA COMBATE A INCENDIO;120/2021 - 21/09/2021
EO;229000;14/12/2020;602000;1;SÃO PAULO - SP;Agregada ao Processo;B008;190018826;CAMINHAO AUTO-HIDRO-QUIMICO PARA COMBATE A INCENDIO;120/2021 - 21/09/2021
EO;228997;14/12/2020;602000;1;RIO DE JANEIRO - RJ;Parcialmente Atendida;B001;190018826;CAMINHAO AUTO-HIDRO-QUIMICO PARA COMBATE A INCENDIO;120/2021 - 21/09/2021
PO;1315253;28/03/2022;1550000;1;RIO DE JANEIRO - RJ;Com Ordem de Compra;B001;190018826;CAMINHAO AUTO-HIDRO-QUIMICO PARA COMBATE A INCENDIO;120/2021 - 21/09/2021
PO;1297890;17/08/2020;602000;1;SÃO PAULO - SP;Com Ordem de Compra;B008;190018826;CAMINHAO AUTO-HIDRO-QUIMICO PARA COMBATE A INCENDIO;91/2019 - 13/03/2020
EO;265657;02/02/2023;1550000;2;PARÁ-PA  ;Agregada ao Processo;B004;190018826;CAMINHAO AUTO-HIDRO-QUIMICO PARA COMBATE A INCENDIO;98/2023 - 04/05/2023
EO;265660;02/02/2023;1550000;2;RIO GRANDE DO NORTE-RN  ;Agregada ao Processo;B003;190018826;CAMINHAO AUTO-HIDRO-QUIMICO PARA COMBATE A INCENDIO;98/2023 - 04/05/2023
EO;257929;02/02/2023;1550000;2;SÃO PAULO - SP;Agregada ao Processo;B008;190018826;CAMINHAO AUTO-HIDRO-QUIMICO PARA COMBATE A INCENDIO;98/2023 - 04/05/2023
EO;265661;02/02/2023;1550000;2;RIO DE JANEIRO - RJ;Agregada ao Processo;B001;190018826;CAMINHAO AUTO-HIDRO-QUIMICO PARA COMBATE A INCENDIO;98/2023 - 04/05/2023
EO;273403;27/09/2023;1890000;2;AMAZONAS-AM;Agregada ao Processo;B009;BR3323450;CAMINHÃO DE COMBATE A INCÊNDIO DE AVIAÇÃO;90191/2024 
EO;273402;27/09/2023;1890000;2;MATO-GROSSO DO SUL - MS;Agregada ao Processo;B006;BR3323450;CAMINHÃO DE COMBATE A INCÊNDIO DE AVIAÇÃO;90191/2024 
EO;273400;27/09/2023;1890000;2;PARÁ-PA  ;Agregada ao Processo;B004;BR3323450;CAMINHÃO DE COMBATE A INCÊNDIO DE AVIAÇÃO;90191/2024 
EO;273401;27/09/2023;1890000;2;RIO GRANDE DO SUL-RS ;Agregada ao Processo;B005;BR3323450;CAMINHÃO DE COMBATE A INCÊNDIO DE AVIAÇÃO;90191/2024 
EO;273399;27/09/2023;1890000;3;RIO DE JANEIRO - RJ;Agregada ao Processo;B001;BR3323450;CAMINHÃO DE COMBATE A INCÊNDIO DE AVIAÇÃO;90191/2024 
EO;275019;08/12/2023;236000;2;AMAZONAS-AM;Agregada ao Processo;B009;190023338;CAMINHAO DOTADO DE LANCA ARTICULADA 7.750 KG;115/2024 - 11/12/2024
EO;275012;08/12/2023;236000;2;BAHIA-BA ;Agregada ao Processo;B002;190023338;CAMINHAO DOTADO DE LANCA ARTICULADA 7.750 KG;115/2024 - 11/12/2024
EO;275017;08/12/2023;236000;2;DISTRITO FEDERAL-DF  ;Agregada ao Processo;B007;190023338;CAMINHAO DOTADO DE LANCA ARTICULADA 7.750 KG;115/2024 - 11/12/2024
EO;275016;08/12/2023;236000;2;MATO-GROSSO DO SUL - MS;Agregada ao Processo;B006;190023338;CAMINHAO DOTADO DE LANCA ARTICULADA 7.750 KG;115/2024 - 11/12/2024
EO;275014;08/12/2023;236000;3;PARÁ-PA  ;Agregada ao Processo;B004;190023338;CAMINHAO DOTADO DE LANCA ARTICULADA 7.750 KG;115/2024 - 11/12/2024
EO;275013;08/12/2023;236000;2;RIO GRANDE DO NORTE-RN  ;Agregada ao Processo;B003;190023338;CAMINHAO DOTADO DE LANCA ARTICULADA 7.750 KG;115/2024 - 11/12/2024
EO;275015;08/12/2023;236000;2;RIO GRANDE DO SUL-RS ;Agregada ao Processo;B005;190023338;CAMINHAO DOTADO DE LANCA ARTICULADA 7.750 KG;115/2024 - 11/12/2024
EO;275018;08/12/2023;236000;2;SÃO PAULO - SP;Agregada ao Processo;B008;190023338;CAMINHAO DOTADO DE LANCA ARTICULADA 7.750 KG;115/2024 - 11/12/2024
EO;275011;08/12/2023;236000;6;RIO DE JANEIRO - RJ;Agregada ao Processo;B001;190023338;CAMINHAO DOTADO DE LANCA ARTICULADA 7.750 KG;115/2024 - 11/12/2024
EO;274978;08/12/2023;112500;2;AMAZONAS-AM;Agregada ao Processo;B009;190023332;CAMINHAO LEVE BAU CAP 15 M3;115/2024 - 11/12/2024
EO;274968;08/12/2023;112500;2;BAHIA-BA ;Agregada ao Processo;B002;190023332;CAMINHAO LEVE BAU CAP 15 M3;115/2024 - 11/12/2024
EO;274976;08/12/2023;112500;2;DISTRITO FEDERAL-DF  ;Agregada ao Processo;B007;190023332;CAMINHAO LEVE BAU CAP 15 M3;115/2024 - 11/12/2024
EO;274971;08/12/2023;112500;2;PARÁ-PA  ;Agregada ao Processo;B004;190023332;CAMINHAO LEVE BAU CAP 15 M3;115/2024 - 11/12/2024
EO;274970;08/12/2023;112500;2;RIO GRANDE DO NORTE-RN  ;Agregada ao Processo;B003;190023332;CAMINHAO LEVE BAU CAP 15 M3;115/2024 - 11/12/2024
EO;274972;08/12/2023;112500;2;RIO GRANDE DO SUL-RS ;Agregada ao Processo;B005;190023332;CAMINHAO LEVE BAU CAP 15 M3;115/2024 - 11/12/2024
EO;274977;08/12/2023;112500;2;SÃO PAULO - SP;Agregada ao Processo;B008;190023332;CAMINHAO LEVE BAU CAP 15 M3;115/2024 - 11/12/2024
EO;274967;08/12/2023;112500;5;RIO DE JANEIRO - RJ;Agregada ao Processo;B001;190023332;CAMINHAO LEVE BAU CAP 15 M3;115/2024 - 11/12/2024
EO;274975;08/12/2023;112500;2;MATO-GROSSO DO SUL - MS;Parcialmente Atendida;B006;190023332;CAMINHAO LEVE BAU CAP 15 M3;115/2024 - 11/12/2024
PO;1373101;09/12/2024;112500;1;MATO-GROSSO DO SUL - MS;Com Ordem de Compra;B006;190023332;CAMINHAO LEVE BAU CAP 15 M3;115/2024 - 11/12/2024
EO;267853;14/04/2023;155000;2;AMAZONAS-AM;Agregada ao Processo;B009;190023336;CAMINHAO LEVE ISOTERMICO C/EQ GERADOR FRIO;98/2023 - 04/05/2023
EO;267847;14/04/2023;155000;2;BAHIA-BA ;Agregada ao Processo;B002;190023336;CAMINHAO LEVE ISOTERMICO C/EQ GERADOR FRIO;98/2023 - 04/05/2023
EO;267851;14/04/2023;155000;2;MATO-GROSSO DO SUL - MS;Agregada ao Processo;B006;190023336;CAMINHAO LEVE ISOTERMICO C/EQ GERADOR FRIO;98/2023 - 04/05/2023
EO;267849;14/04/2023;155000;2;PARÁ-PA  ;Agregada ao Processo;B004;190023336;CAMINHAO LEVE ISOTERMICO C/EQ GERADOR FRIO;98/2023 - 04/05/2023
EO;267848;14/04/2023;155000;2;RIO GRANDE DO NORTE-RN  ;Agregada ao Processo;B003;190023336;CAMINHAO LEVE ISOTERMICO C/EQ GERADOR FRIO;98/2023 - 04/05/2023
EO;267850;14/04/2023;155000;2;RIO GRANDE DO SUL-RS ;Agregada ao Processo;B005;190023336;CAMINHAO LEVE ISOTERMICO C/EQ GERADOR FRIO;98/2023 - 04/05/2023
EO;267846;14/04/2023;155000;2;RIO DE JANEIRO - RJ;Parcialmente Atendida;B001;190023336;CAMINHAO LEVE ISOTERMICO C/EQ GERADOR FRIO;98/2023 - 04/05/2023
PO;1347638;01/09/2023;470000;1;RIO DE JANEIRO - RJ;Com Ordem de Compra;B001;190023336;CAMINHAO LEVE ISOTERMICO C/EQ GERADOR FRIO;98/2023 - 04/05/2023
EO;274987;08/12/2023;135000;2;AMAZONAS-AM;Agregada ao Processo;B009;190023322;CAMINHAO MEDIO BAU CAP 28 A 40 M3;115/2024 - 11/12/2024
EO;274980;08/12/2023;135000;2;BAHIA-BA ;Agregada ao Processo;B002;190023322;CAMINHAO MEDIO BAU CAP 28 A 40 M3;115/2024 - 11/12/2024
EO;274985;08/12/2023;135000;2;DISTRITO FEDERAL-DF  ;Agregada ao Processo;B007;190023322;CAMINHAO MEDIO BAU CAP 28 A 40 M3;115/2024 - 11/12/2024
EO;274984;08/12/2023;135000;2;MATO-GROSSO DO SUL - MS;Agregada ao Processo;B006;190023322;CAMINHAO MEDIO BAU CAP 28 A 40 M3;115/2024 - 11/12/2024
EO;274982;08/12/2023;135000;2;PARÁ-PA  ;Agregada ao Processo;B004;190023322;CAMINHAO MEDIO BAU CAP 28 A 40 M3;115/2024 - 11/12/2024
EO;274981;08/12/2023;135000;2;RIO GRANDE DO NORTE-RN  ;Agregada ao Processo;B003;190023322;CAMINHAO MEDIO BAU CAP 28 A 40 M3;115/2024 - 11/12/2024
EO;274983;08/12/2023;135000;2;RIO GRANDE DO SUL-RS ;Agregada ao Processo;B005;190023322;CAMINHAO MEDIO BAU CAP 28 A 40 M3;115/2024 - 11/12/2024
EO;274986;08/12/2023;135000;2;SÃO PAULO - SP;Agregada ao Processo;B008;190023322;CAMINHAO MEDIO BAU CAP 28 A 40 M3;115/2024 - 11/12/2024
EO;274979;08/12/2023;135000;4;RIO DE JANEIRO - RJ;Agregada ao Processo;B001;190023322;CAMINHAO MEDIO BAU CAP 28 A 40 M3;115/2024 - 11/12/2024
EO;275010;08/12/2023;174599;2;AMAZONAS-AM;Agregada ao Processo;B009;190023330;CAMINHAO PESADO;115/2024 - 11/12/2024
EO;275003;08/12/2023;174599;3;BAHIA-BA ;Agregada ao Processo;B002;190023330;CAMINHAO PESADO;115/2024 - 11/12/2024
EO;275008;08/12/2023;174599;2;DISTRITO FEDERAL-DF  ;Agregada ao Processo;B007;190023330;CAMINHAO PESADO;115/2024 - 11/12/2024
EO;275007;08/12/2023;174599;2;MATO-GROSSO DO SUL - MS;Agregada ao Processo;B006;190023330;CAMINHAO PESADO;115/2024 - 11/12/2024
EO;275005;08/12/2023;174599;2;PARÁ-PA  ;Agregada ao Processo;B004;190023330;CAMINHAO PESADO;115/2024 - 11/12/2024
EO;275004;08/12/2023;174599;4;RIO GRANDE DO NORTE-RN  ;Agregada ao Processo;B003;190023330;CAMINHAO PESADO;115/2024 - 11/12/2024
EO;275006;08/12/2023;174599;3;RIO GRANDE DO SUL-RS ;Agregada ao Processo;B005;190023330;CAMINHAO PESADO;115/2024 - 11/12/2024
EO;275009;08/12/2023;174599;2;SÃO PAULO - SP;Agregada ao Processo;B008;190023330;CAMINHAO PESADO;115/2024 - 11/12/2024
EO;275002;08/12/2023;174599;10;RIO DE JANEIRO - RJ;Agregada ao Processo;B001;190023330;CAMINHAO PESADO;115/2024 - 11/12/2024
PO;1294247;18/05/2020;525000;2;RIO DE JANEIRO - RJ;Com Ordem de Compra;B001;190023295;CAMINHAO PESADO ISOTERMICO C/EQ GERADOR DE FRIO;91/2019 - 13/03/2020
EO;267844;14/04/2023;525000;2;RIO GRANDE DO NORTE-RN  ;Agregada ao Processo;B003;190023295;CAMINHAO PESADO ISOTERMICO C/EQ GERADOR DE FRIO;98/2023 - 04/05/2023
EO;267845;14/04/2023;525000;2;RIO GRANDE DO SUL-RS ;Agregada ao Processo;B005;190023295;CAMINHAO PESADO ISOTERMICO C/EQ GERADOR DE FRIO;98/2023 - 04/05/2023
EO;267843;14/04/2023;525000;2;RIO DE JANEIRO - RJ;Agregada ao Processo;B001;190023295;CAMINHAO PESADO ISOTERMICO C/EQ GERADOR DE FRIO;98/2023 - 04/05/2023
EO;271436;24/07/2023;290000;3;RIO DE JANEIRO - RJ;Parcialmente Atendida;B001;BR3329771;CAMINHAO TANQUE ABASTECERDOR DE QUEROSENE DE AVIAÇÃO;48/2024 - 03/12/2024
PO;1373006;06/12/2024;1749000;1;RIO DE JANEIRO - RJ;Com Ordem de Compra;B001;BR3329771;CAMINHAO TANQUE ABASTECERDOR DE QUEROSENE DE AVIAÇÃO;48/2024 - 03/12/2024
EO;271974;21/07/2023;290000;4;RIO DE JANEIRO - RJ;Parcialmente Atendida;B001;190018816;CAMINHAO TANQUE TRANSPORTADOR DE QUEROSENE DE AVIAÇÃO;48/2024 - 03/12/2024
PO;1372586;02/12/2024;290000;1;RIO DE JANEIRO - RJ;Com Ordem de Compra;B001;190018816;CAMINHAO TANQUE TRANSPORTADOR DE QUEROSENE DE AVIAÇÃO;48/2024 - 03/12/2024
EO;272481;30/08/2023;1650000;1;RIO DE JANEIRO - RJ;Parcialmente Atendida;B001;BR3331931;CAMINHÃO TANQUE TRANSPORTADOR E ABASTECEDOR DE /QAV (CTTA);163/2023 - 18/09/2023
PO;1352928;06/12/2023;1650000;1;RIO DE JANEIRO - RJ;Com Ordem de Compra;B001;BR3331931;CAMINHÃO TANQUE TRANSPORTADOR E ABASTECEDOR DE /QAV (CTTA);163/2023 - 18/09/2023
EO;277281;07/02/2024;262900;6;RIO DE JANEIRO - RJ;Parcialmente Atendida;B001;190018810;CAMINHAO-TANQUE DE ÓLEO DIESEL MARITIMO ODM (OCMT);48/2024 - 03/12/2024
PO;1372587;02/12/2024;262900;1;RIO DE JANEIRO - RJ;Com Ordem de Compra;B001;190018810;CAMINHAO-TANQUE DE ÓLEO DIESEL MARITIMO ODM (OCMT);48/2024 - 03/12/2024
EO;228944;14/12/2020;198000;2;RIO DE JANEIRO - RJ;Agregada ao Processo;B001;BR3290633;CAMINHONETA ISOTERMICA;98/2023 - 04/05/2023
EO;257909;24/03/2022;225400;1;BAHIA-BA ;Agregada ao Processo;B002;190018817;CAMINHONETA PICK-UP CAB SIMPLES CAP MIN  750  KG;154/2022 - 20/09/2022
EO;257913;24/03/2022;225400;1;DISTRITO FEDERAL-DF  ;Agregada ao Processo;B007;190018817;CAMINHONETA PICK-UP CAB SIMPLES CAP MIN  750  KG;154/2022 - 20/09/2022
EO;257911;24/03/2022;225400;1;PARÁ-PA  ;Agregada ao Processo;B004;190018817;CAMINHONETA PICK-UP CAB SIMPLES CAP MIN  750  KG;154/2022 - 20/09/2022
EO;257910;24/03/2022;225400;1;RIO GRANDE DO NORTE-RN  ;Agregada ao Processo;B003;190018817;CAMINHONETA PICK-UP CAB SIMPLES CAP MIN  750  KG;154/2022 - 20/09/2022
EO;257912;24/03/2022;225400;1;RIO GRANDE DO SUL-RS ;Agregada ao Processo;B005;190018817;CAMINHONETA PICK-UP CAB SIMPLES CAP MIN  750  KG;154/2022 - 20/09/2022
EO;257908;24/03/2022;225400;6;RIO DE JANEIRO - RJ;Agregada ao Processo;B001;190018817;CAMINHONETA PICK-UP CAB SIMPLES CAP MIN  750  KG;154/2022 - 20/09/2022
EO;211945;10/01/2020;142455;2;AMAZONAS-AM;Agregada ao Processo;B009;190018817;CAMINHONETA PICK-UP CAB SIMPLES CAP MIN  750  KG;54/2020 - 05/03/2020
EO;211938;10/01/2020;142455;2;BAHIA-BA ;Agregada ao Processo;B002;190018817;CAMINHONETA PICK-UP CAB SIMPLES CAP MIN  750  KG;54/2020 - 05/03/2020
EO;211943;10/01/2020;142455;2;DISTRITO FEDERAL-DF  ;Agregada ao Processo;B007;190018817;CAMINHONETA PICK-UP CAB SIMPLES CAP MIN  750  KG;54/2020 - 05/03/2020
EO;211939;10/01/2020;142455;2;RIO GRANDE DO NORTE-RN  ;Agregada ao Processo;B003;190018817;CAMINHONETA PICK-UP CAB SIMPLES CAP MIN  750  KG;54/2020 - 05/03/2020
EO;211941;10/01/2020;142455;2;RIO GRANDE DO SUL-RS ;Agregada ao Processo;B005;190018817;CAMINHONETA PICK-UP CAB SIMPLES CAP MIN  750  KG;54/2020 - 05/03/2020
EO;211942;10/01/2020;142455;2;MATO-GROSSO DO SUL - MS;Parcialmente Atendida;B006;190018817;CAMINHONETA PICK-UP CAB SIMPLES CAP MIN  750  KG;54/2020 - 05/03/2020
EO;211940;10/01/2020;142455;2;PARÁ-PA  ;Parcialmente Atendida;B004;190018817;CAMINHONETA PICK-UP CAB SIMPLES CAP MIN  750  KG;54/2020 - 05/03/2020
EO;211944;10/01/2020;142455;4;SÃO PAULO - SP;Parcialmente Atendida;B008;190018817;CAMINHONETA PICK-UP CAB SIMPLES CAP MIN  750  KG;54/2020 - 05/03/2020
EO;211937;10/01/2020;142455;6;RIO DE JANEIRO - RJ;Parcialmente Atendida;B001;190018817;CAMINHONETA PICK-UP CAB SIMPLES CAP MIN  750  KG;54/2020 - 05/03/2020
PO;1300289;30/11/2020;130890;1;RIO DE JANEIRO - RJ;Com Ordem de Compra;B001;190018817;CAMINHONETA PICK-UP CAB SIMPLES CAP MIN  750  KG;54/2020 - 05/03/2020
PO;1298985;08/10/2020;130890;1;PARÁ-PA  ;Com Ordem de Compra;B004;190018817;CAMINHONETA PICK-UP CAB SIMPLES CAP MIN  750  KG;54/2020 - 05/03/2020
PO;1297896;18/08/2020;130890;1;PARÁ-PA  ;Com Ordem de Compra;B004;190018817;CAMINHONETA PICK-UP CAB SIMPLES CAP MIN  750  KG;54/2020 - 05/03/2020
PO;1297450;29/07/2020;130890;1;MATO-GROSSO DO SUL - MS;Com Ordem de Compra;B006;190018817;CAMINHONETA PICK-UP CAB SIMPLES CAP MIN  750  KG;54/2020 - 05/03/2020
PO;1297451;31/07/2020;130890;1;MATO-GROSSO DO SUL - MS;Com Ordem de Compra;B006;190018817;CAMINHONETA PICK-UP CAB SIMPLES CAP MIN  750  KG;54/2020 - 05/03/2020
PO;1297452;31/07/2020;130890;1;SÃO PAULO - SP;Com Ordem de Compra;B008;190018817;CAMINHONETA PICK-UP CAB SIMPLES CAP MIN  750  KG;54/2020 - 05/03/2020
EO;228933;28/01/2021;130890;2;AMAZONAS-AM;Agregada ao Processo;B009;190018817;CAMINHONETA PICK-UP CAB SIMPLES CAP MIN  750  KG;95/2021 - 24/05/2021
EO;228926;28/01/2021;130890;2;BAHIA-BA ;Agregada ao Processo;B002;190018817;CAMINHONETA PICK-UP CAB SIMPLES CAP MIN  750  KG;95/2021 - 24/05/2021
EO;228931;28/01/2021;130890;2;DISTRITO FEDERAL-DF  ;Agregada ao Processo;B007;190018817;CAMINHONETA PICK-UP CAB SIMPLES CAP MIN  750  KG;95/2021 - 24/05/2021
EO;228930;28/01/2021;130890;2;MATO-GROSSO DO SUL - MS;Agregada ao Processo;B006;190018817;CAMINHONETA PICK-UP CAB SIMPLES CAP MIN  750  KG;95/2021 - 24/05/2021
EO;228928;28/01/2021;130890;2;PARÁ-PA  ;Agregada ao Processo;B004;190018817;CAMINHONETA PICK-UP CAB SIMPLES CAP MIN  750  KG;95/2021 - 24/05/2021
EO;228927;28/01/2021;130890;2;RIO GRANDE DO NORTE-RN  ;Agregada ao Processo;B003;190018817;CAMINHONETA PICK-UP CAB SIMPLES CAP MIN  750  KG;95/2021 - 24/05/2021
EO;228929;28/01/2021;130890;2;RIO GRANDE DO SUL-RS ;Agregada ao Processo;B005;190018817;CAMINHONETA PICK-UP CAB SIMPLES CAP MIN  750  KG;95/2021 - 24/05/2021
EO;228932;28/01/2021;130890;4;SÃO PAULO - SP;Agregada ao Processo;B008;190018817;CAMINHONETA PICK-UP CAB SIMPLES CAP MIN  750  KG;95/2021 - 24/05/2021
EO;228925;28/01/2021;130890;5;RIO DE JANEIRO - RJ;Agregada ao Processo;B001;190018817;CAMINHONETA PICK-UP CAB SIMPLES CAP MIN  750  KG;95/2021 - 24/05/2021
EO;270819;05/06/2023;315300;3;AMAZONAS-AM;Agregada ao Processo;B009;190018818;CAMINHONETE CARGA FURGAO CAPACIDADE MIN 1500 KG;146/2023 - 22/06/2023
